Unnamed: 0,1. Wikipedia movie ID,2. Freebase movie ID,3. Movie name,4. Movie release date,5. Movie box office revenue,6. Movie runtime,7. Movie languages (Freebase ID:name tuples),8. Movie countries (Freebase ID:name tuples),9. Movie genres (Freebase ID:name tuples),bechdel_score,Entity,Year,Code,Human Development Index,Gender Inequality Index
53210,2706589,/m/07z6xs,The Black Dahlia,2006-08-09,49332692.0,121.0,"{""/m/04306rv"": ""German Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0345h"": ""Germany""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/0c3351"": ""Suspense"", ""/m/060__y"": ""Film adaptation"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/02xh1"": ""Film noir"", ""/m/03j0dp"": ""Neo-noir""}",1,Germany,2006,DEU,0.917,0.105
53416,15365850,/m/02x3y41,Green Zone,2010-02-26,94882549.0,115.0,"{""/m/0jzc"": ""Arabic Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/06mkj"": ""Spain"", ""/m/07ssc"": ""United Kingdom"", ""/m/0f8l9c"": ""France""}","{""/m/01jfsb"": ""Thriller"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama"", ""/m/082gq"": ""War film""}",0,Spain,2010,ESP,0.868,0.105
53416,15365850,/m/02x3y41,Green Zone,2010-02-26,94882549.0,115.0,"{""/m/0jzc"": ""Arabic Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/06mkj"": ""Spain"", ""/m/07ssc"": ""United Kingdom"", ""/m/0f8l9c"": ""France""}","{""/m/01jfsb"": ""Thriller"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama"", ""/m/082gq"": ""War film""}",0,United Kingdom,2010,GBR,0.912,0.179
53416,15365850,/m/02x3y41,Green Zone,2010-02-26,94882549.0,115.0,"{""/m/0jzc"": ""Arabic Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/06mkj"": ""Spain"", ""/m/07ssc"": ""United Kingdom"", ""/m/0f8l9c"": ""France""}","{""/m/01jfsb"": ""Thriller"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama"", ""/m/082gq"": ""War film""}",0,France,2010,FRA,0.877,0.129
53530,497081,/m/02hhfl,La Haine,1995-05-31,309811.0,98.0,"{""/m/064_8sq"": ""French Language""}","{""/m/0f8l9c"": ""France""}","{""/m/07s9rl0"": ""Drama"", ""/m/03q4nz"": ""World cinema"", ""/m/01g6gs"": ""Black-and-white""}",0,France,1995,FRA,0.828,0.197
53546,397310,/m/023g6w,Dogville,2003-05-19,16680836.0,138.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0k6nt"": ""Denmark"", ""/m/0d0vqn"": ""Sweden"", ""/m/05b4w"": ""Norway"", ""/m/0f8l9c"": ""France"", ""/m/07ssc"": ""United Kingdom"", ""/m/0345h"": ""Germany"", ""/m/02vzc"": ""Finland"", ""/m/059j2"": ""Netherlands""}","{""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama""}",3,Denmark,2003,DNK,0.901,0.058
53546,397310,/m/023g6w,Dogville,2003-05-19,16680836.0,138.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0k6nt"": ""Denmark"", ""/m/0d0vqn"": ""Sweden"", ""/m/05b4w"": ""Norway"", ""/m/0f8l9c"": ""France"", ""/m/07ssc"": ""United Kingdom"", ""/m/0345h"": ""Germany"", ""/m/02vzc"": ""Finland"", ""/m/059j2"": ""Netherlands""}","{""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama""}",3,Sweden,2003,SWE,0.915,0.049
53546,397310,/m/023g6w,Dogville,2003-05-19,16680836.0,138.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0k6nt"": ""Denmark"", ""/m/0d0vqn"": ""Sweden"", ""/m/05b4w"": ""Norway"", ""/m/0f8l9c"": ""France"", ""/m/07ssc"": ""United Kingdom"", ""/m/0345h"": ""Germany"", ""/m/02vzc"": ""Finland"", ""/m/059j2"": ""Netherlands""}","{""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama""}",3,Norway,2003,NOR,0.919,0.08
53546,397310,/m/023g6w,Dogville,2003-05-19,16680836.0,138.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0k6nt"": ""Denmark"", ""/m/0d0vqn"": ""Sweden"", ""/m/05b4w"": ""Norway"", ""/m/0f8l9c"": ""France"", ""/m/07ssc"": ""United Kingdom"", ""/m/0345h"": ""Germany"", ""/m/02vzc"": ""Finland"", ""/m/059j2"": ""Netherlands""}","{""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama""}",3,France,2003,FRA,0.851,0.171
53546,397310,/m/023g6w,Dogville,2003-05-19,16680836.0,138.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0k6nt"": ""Denmark"", ""/m/0d0vqn"": ""Sweden"", ""/m/05b4w"": ""Norway"", ""/m/0f8l9c"": ""France"", ""/m/07ssc"": ""United Kingdom"", ""/m/0345h"": ""Germany"", ""/m/02vzc"": ""Finland"", ""/m/059j2"": ""Netherlands""}","{""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama""}",3,United Kingdom,2003,GBR,0.878,0.208
53546,397310,/m/023g6w,Dogville,2003-05-19,16680836.0,138.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0k6nt"": ""Denmark"", ""/m/0d0vqn"": ""Sweden"", ""/m/05b4w"": ""Norway"", ""/m/0f8l9c"": ""France"", ""/m/07ssc"": ""United Kingdom"", ""/m/0345h"": ""Germany"", ""/m/02vzc"": ""Finland"", ""/m/059j2"": ""Netherlands""}","{""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama""}",3,Germany,2003,DEU,0.905,0.114
53546,397310,/m/023g6w,Dogville,2003-05-19,16680836.0,138.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0k6nt"": ""Denmark"", ""/m/0d0vqn"": ""Sweden"", ""/m/05b4w"": ""Norway"", ""/m/0f8l9c"": ""France"", ""/m/07ssc"": ""United Kingdom"", ""/m/0345h"": ""Germany"", ""/m/02vzc"": ""Finland"", ""/m/059j2"": ""Netherlands""}","{""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama""}",3,Finland,2003,FIN,0.907,0.088
53546,397310,/m/023g6w,Dogville,2003-05-19,16680836.0,138.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0k6nt"": ""Denmark"", ""/m/0d0vqn"": ""Sweden"", ""/m/05b4w"": ""Norway"", ""/m/0f8l9c"": ""France"", ""/m/07ssc"": ""United Kingdom"", ""/m/0345h"": ""Germany"", ""/m/02vzc"": ""Finland"", ""/m/059j2"": ""Netherlands""}","{""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama""}",3,Netherlands,2003,NLD,0.894,0.085
53548,25260811,/m/09gpjt8,Rampage,2010-04-29,,80.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0d060g"": ""Canada"", ""/m/0345h"": ""Germany""}","{""/m/01jfsb"": ""Thriller"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}",3,Canada,2010,CAN,0.911,0.133
53548,25260811,/m/09gpjt8,Rampage,2010-04-29,,80.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0d060g"": ""Canada"", ""/m/0345h"": ""Germany""}","{""/m/01jfsb"": ""Thriller"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}",3,Germany,2010,DEU,0.926,0.096
53574,31527015,/m/0gfnhhp,Black Butterflies,2011-04,,110.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0hzlz"": ""South Africa"", ""/m/059j2"": ""Netherlands"", ""/m/0345h"": ""Germany""}","{""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/04xvlr"": ""Period piece"", ""/m/03q4nz"": ""World cinema""}",3,South Africa,2011,ZAF,0.686,0.441
53574,31527015,/m/0gfnhhp,Black Butterflies,2011-04,,110.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0hzlz"": ""South Africa"", ""/m/059j2"": ""Netherlands"", ""/m/0345h"": ""Germany""}","{""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/04xvlr"": ""Period piece"", ""/m/03q4nz"": ""World cinema""}",3,Netherlands,2011,NLD,0.927,0.048
53574,31527015,/m/0gfnhhp,Black Butterflies,2011-04,,110.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0hzlz"": ""South Africa"", ""/m/059j2"": ""Netherlands"", ""/m/0345h"": ""Germany""}","{""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/04xvlr"": ""Period piece"", ""/m/03q4nz"": ""World cinema""}",3,Germany,2011,DEU,0.931,0.09
53639,5266380,/m/0dbnf_,Jane Eyre,2006-09-24,,240.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/04xvh5"": ""Costume drama"", ""/m/07s9rl0"": ""Drama""}",3,United Kingdom,2006,GBR,0.894,0.199
53640,4102452,/m/0bj2cm,Devdas,2002-05-23,,185.0,"{""/m/03k50"": ""Hindi Language"", ""/m/02hxcvy"": ""Urdu Language"", ""/m/01c7y"": ""Bengali Language""}","{""/m/03rk0"": ""India""}","{""/m/03q4nz"": ""World cinema"", ""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/01chg"": ""Bollywood""}",3,India,2002,IND,0.503,0.655
53677,1458772,/m/05353r,Muppets from Space,1999,22323612.0,88.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy"", ""/m/0hqxf"": ""Family Film"", ""/m/0hj3myc"": ""Children's Fantasy""}",3,United Kingdom,1999,GBR,0.855,0.236
53711,1641890,/m/05jzt3,Walk the Line,2005-09-04,186438883.0,135.0,"{""/m/06b_j"": ""Russian Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0345h"": ""Germany""}","{""/m/017fp"": ""Biography"", ""/m/04xvlr"": ""Period piece"", ""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/0hj3mws"": ""Biopic [feature]"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/02wtdkf"": ""Musical Drama""}",3,Germany,2005,DEU,0.914,0.108
53759,27116963,/m/0bs3gvn,Hobo With a Shotgun,2011-01-21,703372.0,86.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0d060g"": ""Canada""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/03k9fj"": ""Adventure"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01z4y"": ""Comedy"", ""/m/02kdv5l"": ""Action"", ""/m/0219x_"": ""Indie""}",0,Canada,2011,CAN,0.915,0.123
53899,25860737,/m/09v4tl7,Click,2008,,127.0,"{""/m/03k50"": ""Hindi Language""}","{""/m/03rk0"": ""India""}","{""/m/01jfsb"": ""Thriller"", ""/m/0jdm8"": ""Remake"", ""/m/03npn"": ""Horror"", ""/m/03q4nz"": ""World cinema""}",3,India,2008,IND,0.56,0.606
53930,574210,/m/02rjb4,My Life Without Me,2003,9726954.0,100.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/06mkj"": ""Spain"", ""/m/0d060g"": ""Canada""}","{""/m/02l7c8"": ""Romance Film"", ""/m/01lrrt"": ""Melodrama"", ""/m/07s9rl0"": ""Drama"", ""/m/0219x_"": ""Indie"", ""/m/03q4nz"": ""World cinema""}",3,Spain,2003,ESP,0.837,0.132
53930,574210,/m/02rjb4,My Life Without Me,2003,9726954.0,100.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/06mkj"": ""Spain"", ""/m/0d060g"": ""Canada""}","{""/m/02l7c8"": ""Romance Film"", ""/m/01lrrt"": ""Melodrama"", ""/m/07s9rl0"": ""Drama"", ""/m/0219x_"": ""Indie"", ""/m/03q4nz"": ""World cinema""}",3,Canada,2003,CAN,0.897,0.136
53979,7920068,/m/026k37r,Fracture,2007-04-11,91354215.0,113.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0345h"": ""Germany""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/09blyk"": ""Psychological thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/05bh16v"": ""Courtroom Drama""}",1,Germany,2007,DEU,0.921,0.105
54001,910628,/m/03p2xc,Bob Roberts,1992-09-04,4479470.0,102.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/0gf28"": ""Parody"", ""/m/0l4h_"": ""Mockumentary"", ""/m/05mrx8"": ""Political satire"", ""/m/06nbt"": ""Satire"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/0cshrf"": ""Political cinema"", ""/m/03mqtr"": ""Political drama""}",1,United Kingdom,1992,GBR,0.816,0.25
54038,35612482,/m/0jkyf3h,Rambo,2012,,,"{""/m/09bnf"": ""Kannada Language""}","{""/m/03rk0"": ""India""}","{""/m/05p553"": ""Comedy film""}",0,India,2012,IND,0.598,0.571
54193,365070,/m/01_wtq,Ginger Snaps,2000-09-10,,108.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d060g"": ""Canada""}","{""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror"", ""/m/02b5_l"": ""Teen""}",3,Canada,2000,CAN,0.89,0.15
54245,1705391,/m/05pws0,Naked,1993-09-14,1769306.0,126.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/0vgkd"": ""Black comedy"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy""}",3,United Kingdom,1993,GBR,0.82,0.244
54263,24841555,/m/0gxbmpt,Once Upon a Warrior,2011-01-14,,150.0,"{""/m/09s02"": ""Telugu language""}","{""/m/03rk0"": ""India""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/0hqxf"": ""Family Film"", ""/m/01hmnh"": ""Fantasy"", ""/m/03k9fj"": ""Adventure"", ""/m/03q4nz"": ""World cinema""}",3,India,2011,IND,0.588,0.576
54275,27816569,/m/0cc8lb8,Blessed,2008-10-24,,83.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/07s9rl0"": ""Drama""}",3,United Kingdom,2008,GBR,0.9,0.197
54312,2711882,/m/07zjqm,Bhaji on the Beach,1993,,100.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/01t_vv"": ""Comedy-drama"", ""/m/0219x_"": ""Indie""}",3,United Kingdom,1993,GBR,0.82,0.244
54375,563861,/m/02qfs0,Dog Soldiers,2002-03-22,5491093.0,101.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/04g61"": ""Luxembourg"", ""/m/07ssc"": ""United Kingdom"", ""/m/06q1r"": ""Scotland""}","{""/m/02kdv5l"": ""Action"", ""/m/03npn"": ""Horror"", ""/m/0hj3m_q"": ""Creature Film""}",0,Luxembourg,2002,LUX,0.874,0.167
54375,563861,/m/02qfs0,Dog Soldiers,2002-03-22,5491093.0,101.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/04g61"": ""Luxembourg"", ""/m/07ssc"": ""United Kingdom"", ""/m/06q1r"": ""Scotland""}","{""/m/02kdv5l"": ""Action"", ""/m/03npn"": ""Horror"", ""/m/0hj3m_q"": ""Creature Film""}",0,United Kingdom,2002,GBR,0.873,0.209
54405,16749885,/m/0404xvv,Surviving Evil,2009,,90.0,{},"{""/m/0hzlz"": ""South Africa"", ""/m/07ssc"": ""United Kingdom""}","{""/m/03npn"": ""Horror""}",3,South Africa,2009,ZAF,0.665,0.443
54405,16749885,/m/0404xvv,Surviving Evil,2009,,90.0,{},"{""/m/0hzlz"": ""South Africa"", ""/m/07ssc"": ""United Kingdom""}","{""/m/03npn"": ""Horror""}",3,United Kingdom,2009,GBR,0.906,0.186
54483,3329045,/m/05_lhx,The Lovers on the Bridge,1991-10-16,,125.0,"{""/m/064_8sq"": ""French Language""}","{""/m/0f8l9c"": ""France""}","{""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/03q4nz"": ""World cinema""}",1,France,1991,FRA,0.799,0.228
54487,1372551,/m/02p479t,London to Brighton,2006-08-18,,86.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}",3,United Kingdom,2006,GBR,0.894,0.199
54741,2742724,/m/0809_5,Ladies in Lavender,2004-11-12,20439793.0,103.0,"{""/m/05qqm"": ""Polish Language"", ""/m/02h40lc"": ""English Language"", ""/m/04306rv"": ""German Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/03p5xs"": ""Comedy of manners"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film""}",3,United Kingdom,2004,GBR,0.889,0.205
54743,33857489,/m/0gx9wq4,Frenemies,2012,,,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d060g"": ""Canada""}","{""/m/05p553"": ""Comedy film"", ""/m/07s9rl0"": ""Drama""}",1,Canada,2012,CAN,0.921,0.12
54843,34443947,/m/0gd2893,A Royal Affair,2012-03-29,,128.0,"{""/m/04306rv"": ""German Language"", ""/m/02h40lc"": ""English Language"", ""/m/0295r"": ""Danish Language""}","{""/m/01mjq"": ""Czech Republic"", ""/m/0k6nt"": ""Denmark"", ""/m/0d0vqn"": ""Sweden"", ""/m/0345h"": ""Germany""}","{""/m/0cq22ds"": ""Historical Documentaries"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/03hn0"": ""Historical drama""}",3,Denmark,2012,DNK,0.931,0.042
54843,34443947,/m/0gd2893,A Royal Affair,2012-03-29,,128.0,"{""/m/04306rv"": ""German Language"", ""/m/02h40lc"": ""English Language"", ""/m/0295r"": ""Danish Language""}","{""/m/01mjq"": ""Czech Republic"", ""/m/0k6nt"": ""Denmark"", ""/m/0d0vqn"": ""Sweden"", ""/m/0345h"": ""Germany""}","{""/m/0cq22ds"": ""Historical Documentaries"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/03hn0"": ""Historical drama""}",3,Sweden,2012,SWE,0.911,0.049
54843,34443947,/m/0gd2893,A Royal Affair,2012-03-29,,128.0,"{""/m/04306rv"": ""German Language"", ""/m/02h40lc"": ""English Language"", ""/m/0295r"": ""Danish Language""}","{""/m/01mjq"": ""Czech Republic"", ""/m/0k6nt"": ""Denmark"", ""/m/0d0vqn"": ""Sweden"", ""/m/0345h"": ""Germany""}","{""/m/0cq22ds"": ""Historical Documentaries"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/03hn0"": ""Historical drama""}",3,Germany,2012,DEU,0.933,0.087
54908,27939556,/m/0gkhz30,Sleeping Beauty,2011-05-11,36578.0,101.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0chghy"": ""Australia""}","{""/m/07s9rl0"": ""Drama""}",3,Australia,2011,AUS,0.926,0.131
55017,28075240,/m/0cmc26r,A Dangerous Method,2011-09-02,27462041.0,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/06mzp"": ""Switzerland"", ""/m/0d060g"": ""Canada"", ""/m/0f8l9c"": ""France"", ""/m/07ssc"": ""United Kingdom"", ""/m/0345h"": ""Germany"", ""/m/03rt9"": ""Ireland""}","{""/m/01jfsb"": ""Thriller"", ""/m/03bxz7"": ""Biographical film"", ""/m/07s9rl0"": ""Drama"", ""/m/03hn0"": ""Historical drama""}",3,Switzerland,2011,CHE,0.943,0.054
55017,28075240,/m/0cmc26r,A Dangerous Method,2011-09-02,27462041.0,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/06mzp"": ""Switzerland"", ""/m/0d060g"": ""Canada"", ""/m/0f8l9c"": ""France"", ""/m/07ssc"": ""United Kingdom"", ""/m/0345h"": ""Germany"", ""/m/03rt9"": ""Ireland""}","{""/m/01jfsb"": ""Thriller"", ""/m/03bxz7"": ""Biographical film"", ""/m/07s9rl0"": ""Drama"", ""/m/03hn0"": ""Historical drama""}",3,Canada,2011,CAN,0.915,0.123
55017,28075240,/m/0cmc26r,A Dangerous Method,2011-09-02,27462041.0,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/06mzp"": ""Switzerland"", ""/m/0d060g"": ""Canada"", ""/m/0f8l9c"": ""France"", ""/m/07ssc"": ""United Kingdom"", ""/m/0345h"": ""Germany"", ""/m/03rt9"": ""Ireland""}","{""/m/01jfsb"": ""Thriller"", ""/m/03bxz7"": ""Biographical film"", ""/m/07s9rl0"": ""Drama"", ""/m/03hn0"": ""Historical drama""}",3,France,2011,FRA,0.881,0.126
55017,28075240,/m/0cmc26r,A Dangerous Method,2011-09-02,27462041.0,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/06mzp"": ""Switzerland"", ""/m/0d060g"": ""Canada"", ""/m/0f8l9c"": ""France"", ""/m/07ssc"": ""United Kingdom"", ""/m/0345h"": ""Germany"", ""/m/03rt9"": ""Ireland""}","{""/m/01jfsb"": ""Thriller"", ""/m/03bxz7"": ""Biographical film"", ""/m/07s9rl0"": ""Drama"", ""/m/03hn0"": ""Historical drama""}",3,United Kingdom,2011,GBR,0.908,0.169
55017,28075240,/m/0cmc26r,A Dangerous Method,2011-09-02,27462041.0,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/06mzp"": ""Switzerland"", ""/m/0d060g"": ""Canada"", ""/m/0f8l9c"": ""France"", ""/m/07ssc"": ""United Kingdom"", ""/m/0345h"": ""Germany"", ""/m/03rt9"": ""Ireland""}","{""/m/01jfsb"": ""Thriller"", ""/m/03bxz7"": ""Biographical film"", ""/m/07s9rl0"": ""Drama"", ""/m/03hn0"": ""Historical drama""}",3,Germany,2011,DEU,0.931,0.09
55017,28075240,/m/0cmc26r,A Dangerous Method,2011-09-02,27462041.0,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/06mzp"": ""Switzerland"", ""/m/0d060g"": ""Canada"", ""/m/0f8l9c"": ""France"", ""/m/07ssc"": ""United Kingdom"", ""/m/0345h"": ""Germany"", ""/m/03rt9"": ""Ireland""}","{""/m/01jfsb"": ""Thriller"", ""/m/03bxz7"": ""Biographical film"", ""/m/07s9rl0"": ""Drama"", ""/m/03hn0"": ""Historical drama""}",3,Ireland,2011,IRL,0.902,0.14
55033,364250,/m/01_t5f,Cowboy Bebop: The Movie,2001-09-01,,116.0,"{""/m/03_9r"": ""Japanese Language"", ""/m/02h40lc"": ""English Language""}","{""/m/03_3d"": ""Japan""}","{""/m/06n90"": ""Science Fiction"", ""/m/0279xh5"": ""Future noir"", ""/m/0hcr"": ""Animation"", ""/m/0jxy"": ""Anime"", ""/m/01z4y"": ""Comedy"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/02kdv5l"": ""Action""}",3,Japan,2001,JPN,0.88,0.149
55037,227231,/m/01h3p3,Peter's Friends,1992-09-18,,101.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/0219x_"": ""Indie"", ""/m/0hj3n0w"": ""Ensemble Film""}",3,United Kingdom,1992,GBR,0.816,0.25
55062,195388,/m/01brqv,Y tu mamá también,2001-06-08,33616692.0,105.0,"{""/m/06nm1"": ""Spanish Language""}","{""/m/0b90_r"": ""Mexico""}","{""/m/0gsy3b"": ""Sex comedy"", ""/m/03q4nz"": ""World cinema"", ""/m/04228s"": ""Road movie"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/068d7h"": ""Romantic drama"", ""/m/01j1n2"": ""Coming of age"", ""/m/02l7c8"": ""Romance Film""}",0,Mexico,2001,MEX,0.712,0.461
55139,34749021,/m/0j3dy8d,Disobedience,2002,,92.0,"{""/m/05zjd"": ""Portuguese Language""}","{""/m/05r4w"": ""Portugal""}","{""/m/07s9rl0"": ""Drama""}",3,Portugal,2002,PRT,0.798,0.186
55146,4760947,/m/0cly9s,Insomnia,1997,,96.0,"{""/m/06mp7"": ""Swedish Language"", ""/m/05f_3"": ""Norwegian Language""}","{""/m/05b4w"": ""Norway""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/03q4nz"": ""World cinema"", ""/m/09blyk"": ""Psychological thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/02wtdps"": ""Crime Thriller""}",1,Norway,1997,NOR,0.885,0.106
55199,2953325,/m/02nnbwy,Snow Cake,2006-02-09,1381665.0,112.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0d060g"": ""Canada"", ""/m/07ssc"": ""United Kingdom""}","{""/m/07s9rl0"": ""Drama"", ""/m/0219x_"": ""Indie""}",3,Canada,2006,CAN,0.907,0.135
