,1. Wikipedia movie ID,2. Freebase movie ID,3. Movie name,4. Movie release date,5. Movie box office revenue,6. Movie runtime,7. Movie languages (Freebase ID:name tuples),8. Movie countries (Freebase ID:name tuples),9. Movie genres (Freebase ID:name tuples),bechdel_score,actor_mention_score
2545,15053838,/m/03h60_y,Passengers,2008-09-26,4763917.0,94.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d060g"": ""Canada""}","{""/m/01jfsb"": ""Thriller"", ""/m/0fdjb"": ""Supernatural"", ""/m/09blyk"": ""Psychological thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/01drsx"": ""Disaster"", ""/m/02l7c8"": ""Romance Film""}",3,0.6667
2548,268833,/m/01npcx,GoldenEye,1995-11-13,356400000.0,130.0,"{""/m/06b_j"": ""Russian Language"", ""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/03k9fj"": ""Adventure"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/0hj3n4h"": ""Glamorized Spy Film"", ""/m/02kdv5l"": ""Action"", ""/m/0bkbm"": ""Spy""}",3,0.4091
2549,99123,/m/0pb33,Speed,1994-06-10,350448145.0,115.0,"{""/m/02h40lc"": ""English Language"", ""/m/0t_2"": ""American English""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02kdv5l"": ""Action"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/03k9fj"": ""Adventure""}",3,0.1905
2550,19374272,/m/04mz_r8,Another Country,1984-06,,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/0hn10"": ""LGBT"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/04tkhfk"": ""Gay Themed""}",0,0.0
2551,22861853,/m/0640hkk,Restless,1998,,100.0,"{""/m/02h40lc"": ""English Language"", ""/m/0653m"": ""Standard Mandarin"", ""/m/03115z"": ""Mandarin Chinese""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d05w3"": ""China""}","{""/m/01z4y"": ""Comedy"", ""/m/03q4nz"": ""World cinema"", ""/m/0gw5qqq"": ""Chinese Movies""}",3,0.4286
2552,2982688,/m/08hmch,X-Men Origins: Wolverine,2009-04-28,373062864.0,107.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/06n90"": ""Science Fiction"", ""/m/04pbhw"": ""Superhero movie"", ""/m/0btmb"": ""Superhero"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01hmnh"": ""Fantasy"", ""/m/02kdv5l"": ""Action""}",3,0.25
2553,3531556,/m/09jv61,Wife vs. Secretary,1936-02-28,,87.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/06qm3"": ""Screwball comedy"", ""/m/03p5xs"": ""Comedy of manners"", ""/m/01g6gs"": ""Black-and-white"", ""/m/01z4y"": ""Comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/0hj3mz5"": ""Comedy of Errors""}",2,0.5614
2554,161190,/m/015bpl,Star Trek VI: The Undiscovered Country,1991-12-06,96888996.0,110.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/0hqxf"": ""Family Film"", ""/m/03k9fj"": ""Adventure""}",2,
2555,5641391,/m/0dxt12,Tinker Bell,2008-09-11,52620104.0,78.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/01zhp"": ""Computer Animation"", ""/m/0bxg3"": ""Fairy tale"", ""/m/0hcr"": ""Animation"", ""/m/01hmnh"": ""Fantasy"", ""/m/0hj3myc"": ""Children's Fantasy"", ""/m/0hqxf"": ""Family Film""}",3,0.9688
2556,463396,/m/02cky7,In the Company of Men,1997-01-19,2856622.0,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d060g"": ""Canada""}","{""/m/0vgkd"": ""Black comedy"", ""/m/07s9rl0"": ""Drama"", ""/m/0219x_"": ""Indie""}",1,
2558,1508787,/m/056tj0,9 Songs,2004-05-16,,67.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/02l7c8"": ""Romance Film"", ""/m/0hj3n16"": ""Erotic Drama"", ""/m/07s9rl0"": ""Drama"", ""/m/02js9"": ""Erotica"", ""/m/04t36"": ""Musical""}",0,0.4
2561,24870003,/m/07l4ywj,Cracks,2009-12-04,,104.0,"{""/m/02h40lc"": ""English Language""}","{""/m/06mkj"": ""Spain"", ""/m/03rt9"": ""Ireland"", ""/m/07ssc"": ""United Kingdom""}","{""/m/0hn10"": ""LGBT"", ""/m/01jfsb"": ""Thriller"", ""/m/0219x_"": ""Indie"", ""/m/09blyk"": ""Psychological thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/04xvlr"": ""Period piece"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/0c3351"": ""Suspense"", ""/m/07s9rl0"": ""Drama"", ""/m/02wtdps"": ""Crime Thriller""}",3,1.0
2565,32582773,/m/0gycy40,And If We All Lived Together,2011-09-21,,96.0,"{""/m/064_8sq"": ""French Language""}","{""/m/0f8l9c"": ""France"", ""/m/0345h"": ""Germany""}","{""/m/05p553"": ""Comedy film"", ""/m/01z4y"": ""Comedy""}",2,0.4545
2567,2313750,/m/07334n,Four Brothers,2005-08-12,92494381.0,108.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/0hj3n01"": ""Crime Drama"", ""/m/02h8pkk"": ""Family Drama"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/07s9rl0"": ""Drama"", ""/m/02kdv5l"": ""Action""}",1,0.2
2568,580960,/m/02s4l6,Velvet Goldmine,1998-05-21,1053788.0,110.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/0hn10"": ""LGBT"", ""/m/0219x_"": ""Indie"", ""/m/04xvlr"": ""Period piece"", ""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/04rlf"": ""Music""}",2,0.25
2569,99464,/m/0pd6l,Nicholas and Alexandra,1971-11-29,,189.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language"", ""/m/06b_j"": ""Russian Language"", ""/m/04306rv"": ""German Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/02p0szs"": ""Historical fiction"", ""/m/03g3w"": ""History"", ""/m/0hj3mws"": ""Biopic [feature]"", ""/m/06l3bl"": ""Epic"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/082gq"": ""War film"", ""/m/03bxz7"": ""Biographical film"", ""/m/0hj3n6f"": ""Historical Epic""}",3,0.25
2570,13889076,/m/03cm98q,"Jeanne Dielman 23, quai du Commerce, 1080 Bruxelles",1975,,201.0,"{""/m/064_8sq"": ""French Language""}","{""/m/0f8l9c"": ""France"", ""/m/0154j"": ""Belgium""}","{""/m/07s9rl0"": ""Drama"", ""/m/02n4lw"": ""Art film"", ""/m/03q4nz"": ""World cinema""}",3,
2571,8641297,/m/027c4yp,Ice Station Zebra,1968-10-23,187694327.0,122.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/01w1sx"": ""Cold War"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/07s9rl0"": ""Drama"", ""/m/02kdv5l"": ""Action"", ""/m/0bkbm"": ""Spy""}",0,
2572,1858763,/m/061nh0,Dark Star,1974,,83.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0gf28"": ""Parody"", ""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/0219x_"": ""Indie"", ""/m/01q03"": ""Cult"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/03k9fj"": ""Adventure""}",0,
2574,234827,/m/01j3xp,Ridicule,1996-11-12,2503829.0,103.0,"{""/m/064_8sq"": ""French Language""}","{""/m/0f8l9c"": ""France""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/03q4nz"": ""World cinema"", ""/m/03p5xs"": ""Comedy of manners"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film""}",1,0.7778
2575,1539714,/m/058ymm,Pink Floyd The Wall,1982-05-23,22244207.0,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/0c031k6"": ""Live action"", ""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/0hcr"": ""Animation""}",0,0.08
2576,3511234,/m/09hjbg,Cat on a Hot Tin Roof,1958-09-18,26355483.0,144.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hn10"": ""LGBT"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation""}",3,1.0
2577,1769928,/m/05vl6j,"Paradise, Hawaiian Style",1966,2500000.0,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/02l7c8"": ""Romance Film"", ""/m/04t36"": ""Musical"", ""/m/01z4y"": ""Comedy""}",3,
2578,31197299,/m/0djbh01,Beautiful Boy,2010-09-12,,101.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/07s9rl0"": ""Drama"", ""/m/0219x_"": ""Indie""}",1,0.5455
2579,3095818,/m/08r3rb,May,2002,150277.0,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0hn10"": ""LGBT"", ""/m/03npn"": ""Horror"", ""/m/09blyk"": ""Psychological thriller"", ""/m/01q03"": ""Cult"", ""/m/07s9rl0"": ""Drama"", ""/m/02l7c8"": ""Romance Film""}",3,1.0
2580,16055802,/m/03qmt28,My Bloody Valentine,2009-01-16,100734718.0,100.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d060g"": ""Canada""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher""}",2,0.2778
2581,25803545,/m/09tfjl8,Exam,2009-06,,96.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery""}",3,0.2955
2582,7784121,/m/0kvh3j,Manic,2001,67000.0,100.0,{},"{""/m/09c7w0"": ""United States of America""}","{""/m/07s9rl0"": ""Drama"", ""/m/0219x_"": ""Indie""}",3,0.2353
2585,13903487,/m/03cmsqb,All About Steve,2009-09-04,40105542.0,99.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01z4y"": ""Comedy""}",3,0.5484
2586,5541530,/m/0drnwh,Memoirs of a Geisha,2005-11-29,162242962.0,145.0,"{""/m/03_9r"": ""Japanese Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/03_3d"": ""Japan""}","{""/m/01lrrt"": ""Melodrama"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film""}",3,0.8511
2587,2019849,/m/06fknt,Supervixens,1975-01-01,17000000.0,106.0,"{""/m/06mp7"": ""Swedish Language"", ""/m/04306rv"": ""German Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/02nxfrh"": ""Adult"", ""/m/02js9"": ""Erotica"", ""/m/06b0n3"": ""Sexploitation""}",2,0.0
2588,24817379,/m/080h4mz,Love Is My Profession,1958-09-17,,105.0,"{""/m/064_8sq"": ""French Language""}","{""/m/0f8l9c"": ""France"", ""/m/03rjj"": ""Italy""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama""}",3,1.0
2590,639629,/m/02zk08,Fame,1980-05-16,21202829.0,134.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hn10"": ""LGBT"", ""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/02b5_l"": ""Teen""}",3,1.0
2591,605939,/m/02vtyb,Akira,1988,63000000.0,125.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/03_3d"": ""Japan""}","{""/m/06n90"": ""Science Fiction"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/06l3bl"": ""Epic"", ""/m/0hcr"": ""Animation"", ""/m/0jxy"": ""Anime"", ""/m/01hmnh"": ""Fantasy"", ""/m/026ny"": ""Dystopia""}",1,0.0
2592,704406,/m/0346m0,Species II,1998-04-10,19221939.0,98.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/0cq22z7"": ""Sci-Fi Horror""}",3,0.2264
2593,8457548,/m/02744ch,Rebecca,1997,,190.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom"", ""/m/0345h"": ""Germany""}","{""/m/01jfsb"": ""Thriller"", ""/m/015w9s"": ""Television movie"", ""/m/02n4kr"": ""Mystery"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film""}",3,
2595,485540,/m/02g5q1,Mortal Kombat: Annihilation,1997-11-21,51376861.0,94.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/0hj3n2k"": ""Fantasy Adventure"", ""/m/03k9fj"": ""Adventure"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/01hmnh"": ""Fantasy"", ""/m/02kdv5l"": ""Action""}",3,0.377
2596,2711674,/m/0410w7w,Show Boat,1936-05-14,,113.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/02l7c8"": ""Romance Film"", ""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/01g6gs"": ""Black-and-white""}",3,0.6923
2597,1246278,/m/04ltcz,Batman & Mr. Freeze: SubZero,1998-03-17,,67.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/04pbhw"": ""Superhero movie"", ""/m/0btmb"": ""Superhero"", ""/m/0hcr"": ""Animation"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01hmnh"": ""Fantasy"", ""/m/0hqxf"": ""Family Film"", ""/m/02kdv5l"": ""Action""}",2,
2599,3588990,/m/09ncpg,Northanger Abbey,2000,,90.0,{},{},"{""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/04xvlr"": ""Period piece"", ""/m/04xvh5"": ""Costume drama""}",3,
2600,36462620,/m/0k951mn,Stalingrad,2013,,,"{""/m/04306rv"": ""German Language"", ""/m/06b_j"": ""Russian Language""}","{""/m/06bnz"": ""Russia""}","{""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama"", ""/m/082gq"": ""War film""}",1,
2601,342692,/m/01y9jr,Charlie's Angels,2000-10-22,264105545.0,96.0,"{""/m/03_9r"": ""Japanese Language"", ""/m/01gp_d"": ""Finnish Language"", ""/m/02h40lc"": ""English Language"", ""/m/04306rv"": ""German Language"", ""/m/012w70"": ""Cantonese""}","{""/m/09c7w0"": ""United States of America"", ""/m/0345h"": ""Germany""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/0gf28"": ""Parody"", ""/m/0556j8"": ""Buddy film"", ""/m/0hj3l_y"": ""Action Comedy"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/01z4y"": ""Comedy"", ""/m/02kdv5l"": ""Action""}",3,0.4194
2603,648781,/m/02_fm2,Treasure Planet,2002-11-05,109578115.0,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06n90"": ""Science Fiction"", ""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/0hcr"": ""Animation"", ""/m/02l7c8"": ""Romance Film"", ""/m/0hqxf"": ""Family Film"", ""/m/0hj3n26"": ""Family-Oriented Adventure""}",3,0.075
2604,142435,/m/011ykb,Jerry Maguire,1996-12-13,273552592.0,138.0,"{""/m/02h40lc"": ""English Language"", ""/m/0my5"": ""American Sign Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/0clz1b"": ""Slice of life story"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/01z02hx"": ""Sports"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film""}",2,0.1786
2606,5794648,/m/0f4_2k,Angels and Demons,2009-05-04,485930816.0,146.0,"{""/m/02bjrlw"": ""Italian Language"", ""/m/06nm1"": ""Spanish Language"", ""/m/064_8sq"": ""French Language"", ""/m/04h9h"": ""Latin Language"", ""/m/02h40lc"": ""English Language"", ""/m/06rt9"": ""Swiss German Language"", ""/m/04306rv"": ""German Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/060__y"": ""Film adaptation"", ""/m/0c3351"": ""Suspense"", ""/m/02wtdps"": ""Crime Thriller""}",0,0.3636
2608,29181369,/m/0dlk12k,Prom,2011-04-29,10130219.0,104.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/02b5_l"": ""Teen""}",3,0.5467
2609,32092686,/m/0gw_7xk,Jayne Mansfield's Car,2012-02-13,,122.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/06bnz"": ""Russia""}","{""/m/07s9rl0"": ""Drama""}",3,
2610,308856,/m/01sxdy,The Phantom of the Opera,2004-12-09,154270000.0,143.0,"{""/m/02bjrlw"": ""Italian Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/03npn"": ""Horror"", ""/m/04xvlr"": ""Period piece"", ""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film""}",2,0.5758
2611,76297,/m/0k3y_,Red River,1948,9012000.0,133.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/0hfjk"": ""Western""}",0,0.0
2612,15881207,/m/03qd79l,Ghost Town,2008-09-05,27035267.0,102.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy""}",1,0.4364
2613,3585054,/m/09n3sq,We're No Angels,1955-07-07,3000000.0,105.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0bwgnb"": ""Christmas movie"", ""/m/01z4y"": ""Comedy"", ""/m/02djzlc"": ""Religious Film""}",3,0.0
2614,35106177,/m/0h2lh1m,October Baby,2011,99336167.0,,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/07s9rl0"": ""Drama""}",3,0.8182
2615,8055027,/m/026py92,Snow White: A Tale Of Terror,1997,,101.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/0219x_"": ""Indie"", ""/m/0hj3n4p"": ""Gothic Film"", ""/m/0bxg3"": ""Fairy tale"", ""/m/01hmnh"": ""Fantasy""}",3,1.0
2617,11014779,/m/017d93,8 Mile,2002-09-08,242875078.0,118.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0345h"": ""Germany""}","{""/m/01j1n2"": ""Coming of age"", ""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/02wtdkf"": ""Musical Drama"", ""/m/026v1nw"": ""Hip hop movies""}",1,0.186
2618,446934,/m/029hx6,Dirty Rotten Scoundrels,1988-12-14,42039085.0,104.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/0hj3m_x"": ""Crime Comedy"", ""/m/0jdm8"": ""Remake"", ""/m/01z4y"": ""Comedy"", ""/m/09q17"": ""Slapstick""}",1,0.2222
2619,10133217,/m/02q2wnw,Lakeview Terrace,2008-09-15,44653637.0,110.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/07s9rl0"": ""Drama"", ""/m/09blyk"": ""Psychological thriller""}",3,0.219
2621,5526366,/m/0dqytn,The Witches of Eastwick,1987-06-12,63766510.0,118.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy"", ""/m/060__y"": ""Film adaptation"", ""/m/07s9rl0"": ""Drama"", ""/m/0vgkd"": ""Black comedy""}",3,0.5692
2622,4550882,/m/0c8flq,We Are Marshall,2006-12-22,43545364.0,131.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01z02hx"": ""Sports"", ""/m/07s9rl0"": ""Drama"", ""/m/01f9r0"": ""Docudrama""}",1,0.0
2623,5846938,/m/0f8spg,Super,2005-07-21,,142.0,"{""/m/09s02"": ""Telugu language""}","{""/m/03rk0"": ""India""}","{""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/03q4nz"": ""World cinema""}",1,0.2241
2624,23664336,/m/06zt1hw,Professor Layton and the Eternal Diva,2009-12-19,,90.0,"{""/m/06nm1"": ""Spanish Language"", ""/m/064_8sq"": ""French Language"", ""/m/01r2l"": ""Chinese language"", ""/m/02h40lc"": ""English Language"", ""/m/03_9r"": ""Japanese Language"", ""/m/04306rv"": ""German Language""}","{""/m/03_3d"": ""Japan""}","{""/m/0jxy"": ""Anime"", ""/m/0gw5n2f"": ""Japanese Movies""}",3,1.0
2625,237134,/m/01jf9c,"Paris, Texas",1984-05-19,2181987.0,145.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0f8l9c"": ""France"", ""/m/09c7w0"": ""United States of America"", ""/m/082fr"": ""West Germany"", ""/m/07ssc"": ""United Kingdom""}","{""/m/02n4kr"": ""Mystery"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/0219x_"": ""Indie"", ""/m/04228s"": ""Road movie""}",1,1.0
2627,2439288,/m/07d359,Farewell to the King,1989-03-03,2420917.0,114.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0219x_"": ""Indie"", ""/m/060__y"": ""Film adaptation"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/07s9rl0"": ""Drama"", ""/m/082gq"": ""War film"", ""/m/02kdv5l"": ""Action"", ""/m/03k9fj"": ""Adventure""}",0,0.0
2628,23011287,/m/047gphb,Following,1999-04-03,48482.0,69.0,"{""/m/02h40lc"": ""English Language""}","{""/m/02jx1"": ""England"", ""/m/07ssc"": ""United Kingdom""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/0219x_"": ""Indie"", ""/m/09blyk"": ""Psychological thriller"", ""/m/01g6gs"": ""Black-and-white"", ""/m/01q03"": ""Cult"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/0c3351"": ""Suspense"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/03j0dp"": ""Neo-noir""}",0,
2629,702117,/m/0340hj,Spider-Man 3,2007-04-16,890871626.0,139.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/06n90"": ""Science Fiction"", ""/m/03k9fj"": ""Adventure"", ""/m/04pbhw"": ""Superhero movie"", ""/m/0btmb"": ""Superhero"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01hmnh"": ""Fantasy"", ""/m/07s9rl0"": ""Drama"", ""/m/02kdv5l"": ""Action""}",2,0.1646
2631,3264582,/m/0924bf,Evil,2003-09-16,,113.0,"{""/m/06mp7"": ""Swedish Language"", ""/m/01gp_d"": ""Finnish Language""}","{""/m/0k6nt"": ""Denmark"", ""/m/0d0vqn"": ""Sweden""}","{""/m/07s9rl0"": ""Drama"", ""/m/03q4nz"": ""World cinema""}",1,0.1282
2632,31532443,/m/0glqh5_,Contraband,2012-01-13,96262212.0,109.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}",3,0.2632
2633,6149264,/m/0fsrgt,Snakes on a Train,2006-08-15,,91.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0qdzd"": ""B-movie"", ""/m/03npn"": ""Horror"", ""/m/06vxwl5"": ""Natural horror films""}",3,
